edition,series_type,series_name,date,time,title,speaker,speaker_title,institution,description,notes,speaker_bio
Winter 2026,thursday-series,"Thursday Lecture Series: Biomedical Research and Technology: Creation, Development and Applications",2026-02-19,10:00 - 11:30 am,The Weil Institute and the Commercialization of Critical Care Technology,Dr. Kevin Ward,"Professor of Emergency Medicine and Biomedical Engineering; Executive Director, Max Harry Weil Institute for Critical Care Research and Innovation",Michigan Medicine,"Death from critical illness and injury such as those from trauma, sepsis, traumatic brain injury, cardiac arrest and others exceed that of cancer and heart disease. Due to the complexity of these diseases, little progress has been made in developing technologies that could improve outcomes. The Weil Institute is a transdisciplinary research enterprise composed of clinicians, basic scientists, and engineers dedicated to researching solutions combined with entrepreneurship that accelerate the potential for moving new discoveries to the bedside. Examples of successes, failures, and barriers will be presented and discussed.",$15 Member | $25 Non-Member. In-person and streamed live through Zoom.,Dr. Ward is Professor of Emergency Medicine and Biomedical Engineering and the Executive Director of the Max Harry Weil Institute for Critical Care Research and Innovation at the University of Michigan.
Winter 2026,thursday-series,"Thursday Lecture Series: Biomedical Research and Technology: Creation, Development and Applications",2026-02-26,10:00 - 11:30 am,Tiny Bubbles: Harnessing Their Power in Medicine,Prof. J. Brian Fowlkes,"Professor, Radiology and Biomedical Engineering",Michigan Medicine,"When we think of tiny bubbles like those in a glass of beer, we might never expect the power such a small object could produce given the right conditions. From the erosion of ship propellers to industrial cleaning to breaking of kidney stones and liquification of tissue, we will explore a few of the many ways bubbles can be used to affect their surroundings and be engineered to provide diagnostic and therapeutic tools in medicine.",$15 Member | $25 Non-Member. In-person and streamed live through Zoom.,"Dr. Fowlkes conducts research on diagnostic and therapeutic ultrasound including quantitative imaging such as volumetric blood flow for OB/GYN and traumatic brain injury and bubble production for drug release and high intensity ultrasound including histotripsy. He is a Fellow of the American Institute of Ultrasound in Medicine, the American Institute of Medical and Biomedical Engineering, the Acoustical Society of America, the American Association of Physicists in Medicine and the Institute for Electrical and Electronics Engineers."
Winter 2026,thursday-series,Thursday Lecture Series: Diverse Dimensions of Art,2026-03-12,10:00 - 11:30 am,Moving Target: Photography Between Modern and Contemporary Art,Dr. Brendan Fay,"Associate Professor of Art History, School of Art and Design",Eastern Michigan University,"Photographs hang in museums, and art schools train photographers. It seems clear that photography has claimed a permanent place in art and art history—but the story is, in some ways, a recent one, unfolding during a period of radical changes in art itself. From the G.I. Bill to the present, this presentation traces photography’s winding path through a rapidly shifting era.",$15 Member | $25 Non-Member. In-person and streamed live through Zoom.,"Brendan Fay is an associate professor of art history in the School of Art and Design at Eastern Michigan University. He is the author and curator of Photography as a Way of Life: Minor White, Aaron Siskind, and Harry Callahan, a book and exhibition about teaching, learning, and living photography in the postwar United States (forthcoming April 2026)."
Winter 2026,thursday-series,Thursday Lecture Series: Diverse Dimensions of Art,2026-03-19,10:00 - 11:30 am,Piecing Together a Movement: Art Quilts and the Fabric of Change,"Leslie C. Levy, JD",Ardis & Robert James Director,International Quilt Museum,"An introduction to the Art Quilt movement, including the visionary artists who created the genre, their individual styles and examples of their work, and how art quilts changed traditional notions of what constitutes a quilt.",$15 Member | $25 Non-Member. Speaker will be presenting on Zoom only.,"Leslie C. Levy was named the Ardis & Robert James director at the International Quilt Museum in 2014. After earning her Juris Doctor from the University of Nebraska’s College of Law, Ms. Levy worked in both private and public services, including two international non-profits and 12 years as the Chief of the Consumer Protection & Antitrust Division for the Nebraska Department of Justice."
Winter 2026,thursday-series,Thursday Lecture Series: Diverse Dimensions of Art,2026-03-26,10:00 - 11:30 am,Michigan’s Mystery Relics: Fact or Fraud?,Prof. Lisa C. Young,Teaching Professor in Anthropology,University of Michigan,"Over a century ago, tablets with ancient writing were discovered in Michigan. Some argued they were relics of a lost civilization, while experts identified them as fake artifacts. Interest in these relics continues to this day. This lecture explores questions about the evidence used to identify the authenticity of ancient artifacts, why these relics continue to intrigue people, and the ramifications of archaeological frauds.",$15 Member | $25 Non-Member. In-person and streamed live through Zoom.,"Lisa C. Young is a Teaching Professor in anthropology at the University of Michigan. Her archaeological research examines changes in community organization and foodways of small-scale farming communities in the American Southwest. She also researches the histories of museum collections to explore the changing relationships between anthropologists, museums, and communities of origin. Public outreach and community engagement with diverse stakeholders, including Indigenous communities, are an integral part of her work."
Winter 2026,thursday-series,Thursday Lecture Series: Diverse Dimensions of Art,2026-04-02,10:00 - 11:30 am,“Tell Me What You Eat”: Literary Perspectives on Food and Culture,Prof. Supriya M. Nair,"Professor, Department of English Language and Literature",University of Michigan,"“One cannot think well, love well, sleep well, if one has not dined well,"" notes the narrator in Virginia Woolf’s A Room of One’s Own. Amidst an increasing focus on gut health, sustainable food systems, food sovereignty, food (in)security, and other social (and social media) topics, the place of food in literature and culture has come in for renewed interest in scholarship that goes beyond the gustatory text. How do a range of literary forms (fiction, nonfiction, cookbooks) and visual media help us imagine the significant ways in which food relates to our lived experience? If food has power, as Anthony Bourdain insists in Kitchen Confidential, how does literature reveal its power?",$15 Member | $25 Non-Member. In-person and streamed live through Zoom.,"Supriya M. Nair is a Professor in the Department of English Language and Literature at the University of Michigan-Ann Arbor. She is the author of two monographs, Caliban’s Curse: George Lamming and the Revisioning of History and Pathologies of Paradise: Caribbean Detours. She is also co-editor of Postcolonialisms: An Anthology of Cultural Theory and Criticism and editor of Teaching Anglophone Caribbean Literature. She regularly teaches courses on Food and Culture at the University of Michigan."
Winter 2026,thursday-series,Thursday Lecture Series: Diverse Dimensions of Art,2026-04-09,10:00 - 11:30 am,Screenwriting: The Hero’s Journey in 3 Acts,R. J. Fox,"Writer, filmmaker, and teacher of English and film","Huron High School, Ann Arbor","The speaker will demonstrate how just about every movie – from Hollywood blockbuster or to small, indie film – follows the same story structure, divided by three acts and 12 steps along the “the Hero’s Journey.” In addition to providing examples of story structure in popular films, Fox will also touch upon screenplay formatting. There will also be an interactive component in which participants can explore these concepts through their favorite films.",$15 Member | $25 Non-Member. In-person and streamed live through Zoom.,"R.J. Fox is the award-winning writer of three published books, several short stories, plays, poems, a memoir, and 15 feature-length screenplays. He is also the writer/director/editor of several award-winning short films. He teaches English and film at Huron High School in Ann Arbor, MI. His movie Love & Vodka (based on his book of the same name) premiered at the 2024 Cinetopia Film festival."
Winter 2026,special,Conversations,2026-01-20,10:00 - 11:30 am,"Presidential Power Unleashed: Trump, The Unitary Executive, and What Comes Next","Mitchel Sollenberger, Ph.D.",Professor of Political Science; Associate Provost for Undergraduate Education and Student Success,University of Michigan-Dearborn,"When a President proclaims that he may ‘do whatever he wants,’ one must ask: what becomes of the delicate balance that the Framers sought to establish? Political scientist Mitchel Sollenberger invites us to interrogate the core of American constitutional government by asking whether the doctrine of the unitary executive has shifted from interpretive theory into a partisan instrument of political power. In an era in which the presidency under Donald Trump is redefining the breadth of executive reach, the essential question is no longer simply what powers the President holds, but rather what meaningful powers remain for Congress, the courts, and, ultimately, the citizenry.",$15 Member | $25 Non-Member. In-person only.,"Mitchel A. Sollenberger, Ph.D stands out as a scholar-administrator whose intellectual rigor and public spirit illuminate the contours of American constitutional order. As Professor of Political Science at UM-Dearborn and Associate Provost for Undergraduate Education and Student Success, he blends deep academic expertise with institutional leadership. His award-winning research—books like The Unitary Executive Theory: A Danger to Constitutional Government and The President’s Czars—and his prolific writings in top journals show unflinching clarity in confronting how executive power is expanding."
Winter 2026,special,Conversations,2026-03-17,10:00 - 11:30 am,When Good Intentions Go Wrong: Campus Activism vs. Academic Freedom,"Jeffrey Veidlinger, Ph.D.","Joseph Brodsky Collegiate Professor of History and Judaic Studies; inaugural director, Raoul Wallenberg Institute",University of Michigan,"When do the noblest intentions betray the very freedoms they endeavor to safeguard? In this interview, we will probe the tension between zeal and expression, between cause and constraint. Can activism that aspires to justice become a form of silence? Join us in exploring the paradox inherent in protecting vulnerable communities while preserving open scholarly discourse.",$15 Member | $25 Non-Member. In-person only.,"Jeffrey Veidlinger, Ph.D., the inaugural director of the Raoul Wallenberg Institute at the University of Michigan, is a distinguished scholar whose work bridges history, culture, and human rights. As the Joseph Brodsky Collegiate Professor of History and Judaic Studies, he has authored acclaimed books such as In the Midst of Civilized Europe, which examines the pogroms of 1918–1921 and their role in the onset of the Holocaust."
Winter 2026,special,Conversations,2026-04-21,10:00 - 11:30 am,Healing the Mind: Must We Accept Cognitive Decline? The Role of Psychedelics (Psilocybin) in Treatments,"Omar Ahmed, Ph.D.","Associate Professor of Psychology, Neuroscience, and Biomedical Engineering",University of Michigan,"What if the path to healing the mind isn’t just about suppressing symptoms, but about rewiring the brain itself? Dr. Omar J. Ahmed’s research challenges conventional wisdom by demonstrating that psychedelics can induce lasting neuroplasticity, even in regions previously thought unaffected. His work invites us to reconsider: Could a single dose of a psychedelic compound be the key to unlocking long-term relief from Alzheimer’s, Dementia, Depression, and possible other cognitive disabilities, reshaping our understanding of mental health treatment?",$15 Member | $25 Non-Member. In-person only.,"Dr. Omar J. Ahmed is an Associate Professor at the University of Michigan, specializing in Psychology, Neuroscience, and Biomedical Engineering. His lab, OmarLab, investigates how neural circuits, particularly in the retrosplenial cortex, encode space, time, and speed."
